Training Chroms:  ['chr2', 'chr3', 'chr4', 'chr5', 'chr6', 'chr7', 'chr9', 'chr11', 'chr12', 'chr13', 'chr14', 'chr15', 'chr16', 'chr17', 'chr18', 'chr19', 'chr20', 'chr21', 'chr22', 'chrX']
Vaidation Chroms:  ['chr8', 'chr10'] 


41459 peaks and 42560 negatives extracted.
Sampling ratios are 1:0.0974 peaks:negatives after accounting for # examples in each.


Training Set Size:  84019
Validation Set Size:  4634 

Warning: BPNet and ChromBPNet models trained using bpnet-lite may underperform those trained using the official repositories. See the GitHub README for further documentation.
Epoch	Iteration	Training Time	Validation Time	Training MNLL	Training Count MSE	Validation MNLL	Validation Profile Pearson	Validation Count Pearson	Validation Count MSE	Saved?
20	27500	2.7442	0.6688	361.976	0.7126	243.4241	0.28122088	0.6084891	1.1151	False
21	27600	0.7105	0.6419	321.7039	0.7238	243.575	0.28111362	0.62223196	0.8198	False
21	27700	2.8346	0.6205	380.868	0.5929	243.4239	0.28155506	0.6047123	1.3641	False
21	27800	2.8531	0.7143	358.0654	0.5537	243.4081	0.2817337	0.61196613	0.8322	False
21	27900	2.8565	0.6395	352.8993	0.4919	243.3751	0.2814266	0.6141732	1.0365	False
21	28000	2.7557	0.6292	354.0433	0.4035	243.4297	0.2817868	0.595232	1.1273	False
21	28100	2.7986	0.6156	322.9384	0.6038	243.3868	0.2815996	0.6019809	1.5201	False
21	28200	2.7338	0.6336	356.782	0.6075	243.8454	0.2813162	0.61449665	0.9204	False
21	28300	2.8733	0.7294	363.6365	0.6695	243.4243	0.2814385	0.61086845	1.013	False
21	28400	2.9305	0.6247	385.9325	0.8758	243.3766	0.2816667	0.61400795	1.1069	False
21	28500	2.7337	0.6343	330.4564	0.665	243.2884	0.28175044	0.6046513	1.126	False
21	28600	2.824	1.0243	326.2292	0.6491	243.7357	0.28098604	0.61588335	1.017	False
21	28700	3.1353	0.6371	332.3174	0.6064	243.5126	0.28144717	0.60822654	0.8539	False
21	28800	2.7514	0.6291	379.4258	0.7826	243.3458	0.28175429	0.6168362	1.0573	False
